id,employee,gender,age,since_first_date,cust_type,res_index,for_idx,sp_index,channel,res_code,active,income,cate,saving_account,guarantees,payroll,junior,mortgage,shortdeposit,mediumdeposit,longdeposit,pensions,taxes,securities,homeacc,directdebit,fund,eaccount,loans,credit_card
1367748,N,V,51,7,1,S,N,,KAT,33,1,73013.43,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367747,N,V,36,7,1,S,N,,KHK,28,0,98480.58,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367746,N,V,34,7,1,S,N,,KHK,45,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367745,N,V,20,7,1,S,N,,KHE,33,0,79254.24,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367743,N,V,35,7,1,S,N,,KHK,3,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367742,N,H,20,7,1,S,N,,KHE,33,0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367741,N,H,34,7,1,S,N,,KHK,8,1,463118.16,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367740,N,H,20,7,1,S,N,,KHE,39,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367739,N,V,51,7,1,S,N,,KHK,28,1,98775.51,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367736,N,V,28,7,1,S,N,,KHK,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367735,N,V,53,7,1,S,N,,KHL,14,1,48921.24,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367734,N,V,38,7,1,S,N,,KHK,6,0,47565.09,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367733,N,V,52,16,1,S,N,,RED,30,1,80879.73,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367731,N,V,65,7,1,S,N,,KHK,11,1,184963.62,01 - TOP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367730,N,V,34,7,1,S,N,,KAT,6,1,34353.54,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367727,N,V,28,7,1,S,S,,KHK,45,1,39009.3,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367726,N,H,50,7,1,S,N,,KHK,6,0,76510.38,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367722,N,V,29,7,1,S,N,,KHK,30,1,42407.76,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367721,N,V,53,7,1,S,N,,KHK,28,0,30131.22,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367719,N,V,23,7,1,S,N,,KHK,11,0,35179.35,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367716,N,V,44,7,1,S,N,,KHK,28,1,148858.05,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367713,N,H,26,7,1,S,N,,KAT,47,1,101529.63,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367712,N,V,20,7,1,S,N,,KHE,33,0,171618.42,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367709,N,V,53,7,1,S,N,,KHK,25,1,69373.71,02 - PARTICULARES,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1367708,N,V,33,7,1,S,N,,KHK,19,1,127345.74,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367707,N,V,20,7,1,S,N,,KHE,33,0,76251.81,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367705,N,V,20,7,1,S,N,,KHE,28,1,159351.81,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367702,N,H,20,7,1,S,N,,KHE,33,0,50180.1,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367695,N,H,20,7,1,S,N,,KHE,33,1,131019.24,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367694,N,H,20,7,1,S,N,,KHE,50,0,54404.49,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367692,N,H,34,7,1,S,N,,KHK,13,1,91424.04,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367691,N,V,20,7,1,S,N,,KHE,36,0,61164.03,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367690,N,H,20,7,1,S,N,,KHE,22,0,53777.28,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367687,N,V,41,7,1,S,N,,KAT,47,0,,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367686,N,H,20,7,1,S,N,,KHE,28,0,324143.88,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367685,N,H,20,7,1,S,N,,KHE,28,0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367684,N,V,34,7,1,S,N,,KHK,8,0,154436.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367675,N,V,57,16,1,S,N,,RED,39,1,60161.43,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1367674,N,H,65,7,1,S,N,,KFA,47,1,98529.69,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367673,N,V,9,7,1,S,N,,KFC,19,1,103664.7,02 - PARTICULARES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367671,N,V,41,7,1,S,N,,KFA,28,1,81171.96,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367667,N,H,16,7,1,S,N,,KAT,28,1,132747.81,02 - PARTICULARES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367660,N,H,11,7,1,S,N,,KFA,3,1,38920.29,02 - PARTICULARES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367650,N,V,30,16,1,S,N,,RED,28,1,40463.28,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367649,N,H,20,7,1,S,N,,KHE,33,0,89591.49,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367647,N,V,62,7,1,S,N,,KHL,41,0,147727.11,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367644,N,V,33,7,1,S,N,,KHK,14,1,62340.33,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367643,N,H,29,7,1,S,N,,KFC,4,1,77977.98,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367642,N,V,24,7,1,S,N,,KHK,24,1,68609.85,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367639,N,H,39,7,1,S,N,,KHK,3,1,75915.15,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367634,N,V,37,7,1,S,S,,KAT,28,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367628,N,V,20,7,1,S,N,,KHE,8,0,159087.21,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367625,N,V,20,7,1,S,N,,KHE,46,0,133838.34,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367624,N,V,20,7,1,S,N,,KHE,50,0,133661.88,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367623,N,V,44,7,1,S,N,,KHL,14,1,49306.05,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367621,N,H,20,7,1,S,N,,KHE,36,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367619,N,V,20,7,1,S,N,,KHE,8,0,106613.79,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367614,N,V,20,7,1,S,N,,KHE,10,0,149909.19,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367613,N,V,20,7,1,S,N,,KHE,33,1,129915.36,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367611,N,V,42,7,1,S,N,,KHK,41,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367606,N,V,49,16,1,S,N,,RED,14,1,46572.57,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367602,N,V,35,7,1,S,N,,KHK,28,1,80439.3,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1367599,N,H,52,7,1,S,N,,KHK,40,1,126093.42,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367595,N,V,23,7,1,S,N,,KAT,41,0,59195.01,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367591,N,H,26,7,1,S,N,,KHE,18,1,143694.57,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367589,N,V,53,7,1,S,N,,KHL,13,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367588,N,H,20,7,1,S,N,,KHE,41,0,20828.07,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367586,N,H,37,7,1,S,N,,KHK,48,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367584,N,H,62,7,1,S,N,,KHK,8,1,54634.59,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367578,N,V,46,7,1,S,N,,KHK,27,1,52286.61,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367576,N,V,38,7,1,S,N,,KAT,38,1,63256.11,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367575,N,V,29,7,1,S,N,,KHK,8,1,143803.47,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367574,N,V,20,7,1,S,N,,KHE,28,0,178000.44,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367573,N,V,20,7,1,S,N,,KHE,14,0,45875.49,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367572,N,V,20,7,1,S,N,,KHE,33,0,164992.8,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367571,N,H,20,7,1,S,N,,KHE,28,0,180978.96,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367569,N,V,31,7,1,S,N,,KHK,42,1,145170.81,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367567,N,H,31,7,1,S,N,,KAT,28,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367566,N,V,20,7,1,S,N,,KHE,33,0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367565,N,H,20,7,1,S,N,,KHE,13,0,63033.33,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367564,N,H,20,7,1,S,N,,KHE,33,0,403067.25,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367562,N,V,44,7,1,S,N,,KHK,28,1,167759.34,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367561,N,V,39,7,1,S,N,,KHK,8,1,198134.37,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367560,N,H,20,7,1,S,N,,KHE,14,0,31183.2,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367557,N,V,51,7,1,S,N,,KHK,28,1,183452.58,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367556,N,V,39,7,1,S,N,,KHK,3,1,33694.08,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367555,N,V,38,7,1,S,N,,KHK,30,1,66374.25,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367554,N,V,38,7,1,S,N,,KHK,41,1,180202.17,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367553,N,H,41,7,1,S,S,,KHE,28,1,165314.73,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367550,N,H,28,7,1,S,N,,KHK,30,1,37398.84,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367546,N,V,24,16,1,S,N,,RED,28,1,404047.2,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367545,N,H,38,7,1,S,N,,KAT,8,1,269817.87,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367544,N,V,58,7,1,S,N,,KHK,36,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367541,N,H,55,7,1,S,N,,KHK,29,1,130931.64,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367538,N,H,46,7,1,N,N,,KHK,NA,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367533,N,H,32,7,1,S,N,,KFC,28,1,192423.51,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367531,N,V,48,7,1,S,S,,KAT,8,1,39853.2,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367530,N,H,29,7,1,S,N,,KFC,41,1,94723.59,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367526,N,V,39,7,1,S,N,,KHK,8,1,168853.77,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1367525,N,V,28,7,1,S,N,,KHK,2,1,95711.52,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367523,N,V,42,7,1,S,N,,KHK,3,1,48087.42,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367520,N,V,26,7,1,S,S,,KFC,28,0,255427.68,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367519,N,V,46,7,1,S,N,,KHK,28,1,69398.58,01 - TOP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367517,N,H,21,7,1,S,N,,KAT,28,1,109414.32,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367515,N,V,42,7,1,S,N,,KAT,28,1,110726.64,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367514,N,H,41,7,1,S,N,,KAT,28,1,54539.67,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367513,N,V,31,7,1,S,N,,KAT,37,1,95360.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367512,N,V,39,7,1,S,N,,KAT,41,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367505,N,V,32,7,1,S,N,,KHK,50,1,133922.55,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367502,N,H,49,7,1,S,N,,KHK,18,1,195904.29,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367501,N,V,64,7,1,S,N,,KHK,46,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367495,N,V,35,7,1,S,N,,KHK,8,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367492,N,V,50,7,1,S,N,,KHK,28,1,139290.12,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367486,N,H,28,7,1,S,N,,KAT,3,1,67872.21,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367485,N,V,50,7,1,S,N,,KAT,4,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367483,N,H,73,7,1,S,N,,KAT,28,1,180683.22,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1367479,N,V,28,7,1,S,N,,KHK,48,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367477,N,H,36,7,1,S,N,,KHK,39,1,108820.23,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367476,N,V,54,7,1,S,N,,KHK,8,0,262247.31,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367475,N,V,33,7,1,S,N,,KHK,30,1,37814.55,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367467,N,V,32,7,1,S,N,,KHK,46,1,108851.04,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367465,N,H,58,7,1,S,N,,KHK,28,1,85358.13,02 - PARTICULARES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1367461,N,V,28,7,1,S,N,,KHK,28,1,353881.8,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367459,N,H,40,7,1,S,N,,KHK,28,1,44292.54,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367458,N,V,21,7,1,S,S,,KFC,28,1,75348.78,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367452,N,H,49,7,1,S,N,,KHK,43,1,223238.73,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367449,N,V,20,7,1,S,S,,KHK,28,1,362620.53,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367447,N,V,20,7,1,S,N,,KFC,28,1,51340.35,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367445,N,V,56,7,1,S,N,,KHK,46,1,45240.33,01 - TOP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1367444,N,H,36,7,1,S,N,,KHK,28,1,82550.64,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367439,N,V,26,7,1,S,N,,KHK,23,1,45644.85,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367437,N,H,30,7,1,S,N,,KAT,28,1,326405.52,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367435,N,V,78,7,1,S,N,,KHK,28,0,46682.64,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367434,N,H,40,7,1,S,N,,KHK,45,1,87168.6,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367433,N,H,42,7,1,S,N,,KAT,28,1,427800.78,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367428,N,V,48,7,1,S,N,,KHK,39,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367427,N,V,40,16,1,S,N,,RED,8,1,140752.92,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367424,N,V,40,7,1,S,N,,KAT,28,1,197201.58,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367423,N,V,41,16,1,S,N,,RED,41,1,122989.32,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367421,N,V,33,7,1,S,N,,KHK,46,1,103561.71,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367418,N,H,31,7,1,S,N,,KFC,18,1,63779.67,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367417,N,V,44,7,1,S,N,,KAT,3,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367416,N,V,37,7,1,S,N,,KHK,28,1,98020.29,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367415,N,H,22,7,1,S,N,,KAT,28,1,161572.68,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367414,N,V,34,7,1,S,S,,KHK,18,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367413,N,V,21,7,1,S,N,,KFC,28,1,501884.76,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367412,N,V,27,7,1,S,N,,KAT,31,1,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367411,N,H,40,7,1,S,N,,KAT,46,1,203829.75,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367408,N,V,50,7,1,S,N,,KAT,39,1,58447.8,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367407,N,V,60,7,1,S,N,,KHK,3,0,184828.65,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367406,N,V,37,7,1,S,S,,KHK,28,1,134966.49,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367405,N,V,45,7,1,S,N,,KHK,48,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367403,N,V,56,7,1,S,N,,KAT,9,1,104384.31,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367402,N,H,55,7,1,S,N,,KAT,28,1,321521.28,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367401,N,H,27,7,1,S,N,,KHL,8,0,65869.38,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367397,N,V,48,7,1,S,N,,KHK,41,1,50003.76,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367396,N,V,50,7,1,S,N,,KAT,33,1,,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367394,N,H,39,7,1,S,N,,KHK,33,1,93391.83,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367392,N,H,25,7,1,S,N,,KHE,46,0,156354.48,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367391,N,H,33,7,1,S,N,,KHK,41,1,125413.8,02 - PARTICULARES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367389,N,V,52,7,1,S,N,,KAT,28,1,,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367388,N,V,34,7,1,S,S,,KAT,38,0,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367386,N,V,40,7,1,S,N,,KHK,46,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367380,N,V,37,7,1,S,N,,KHK,28,1,161313.81,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367379,N,V,45,7,1,S,N,,KHK,4,1,40992.24,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367373,N,H,39,7,1,S,N,,KHK,24,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367364,N,V,32,7,1,S,N,,KFA,28,1,299889.81,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367362,N,H,45,7,1,S,N,,KFA,28,1,219996.18,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367357,N,V,10,7,1,S,N,,KFC,28,1,163118.16,02 - PARTICULARES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367354,N,V,29,16,1,S,N,,RED,11,1,58553.52,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367348,N,V,43,7,1,S,N,,KAT,41,1,81108.69,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367344,N,V,3,7,1,S,N,,KFA,28,0,,02 - PARTICULARES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367343,N,H,35,7,1,S,S,,KHL,29,1,259142.46,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367342,N,H,42,7,1,S,N,,KFC,3,1,41000.22,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367341,N,V,43,7,1,S,N,,KHK,28,1,,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367338,N,H,32,7,1,S,S,,KFC,8,1,110181.15,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367335,N,V,38,7,1,S,N,,KHK,36,0,88711.44,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1367332,N,V,38,7,1,S,N,,KHL,17,1,98336.28,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367331,N,V,32,7,1,S,N,,KHK,28,1,39224.76,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367327,N,V,41,7,1,S,N,,KHK,41,1,86075.79,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
